application_id,visa_type,applicant_age,gender,education_level,nationality,occupation,processing_center,visit_purpose,duration_requested_days,application_month,application_year,previous_visa,num_previous_visits,financial_proof_usd,has_sponsor,documents_complete,express_processing,processing_time_days,visa_status,education_encoded,visa_type_encoded,gender_encoded,nationality_encoded,occupation_encoded,processing_center_encoded,visit_purpose_encoded,previous_visa_encoded,visa_type_Business,visa_type_Conference,visa_type_Employment,visa_type_Entry,visa_type_Medical,visa_type_Research,visa_type_Student,visa_type_Tourist,visa_status_encoded
IND20220000257,Employment,25.0,Male,Doctorate,China,Retired,Pune,Manufacturing,1825,12,2022,No,0.0,47443.0,1,0.0,0,32,Approved,4,2,1,4,5,7,20,0,False,False,True,False,False,False,False,False,2
IND20200000258,Research,31.0,Male,Graduate,Thailand,Business Owner,Ahmedabad,Scientific Study,60,5,2020,No,1.0,9658.0,1,1.0,0,18,Approved,2,5,1,16,1,0,27,0,False,False,False,False,False,True,False,False,2
IND20210000259,Research,22.0,Male,Post Graduate,Brazil,Professional,Hyderabad,Collaboration,90,9,2021,No,0.0,3388.0,0,1.0,0,20,Approved,3,5,1,2,4,3,6,0,False,False,False,False,False,True,False,False,2
IND20240000260,Tourist,30.0,Female,Graduate,Malaysia,Self Employed,Mumbai,Wildlife Safari,60,4,2024,No,1.0,21762.5,0,1.0,0,6,Rejected,2,7,0,9,6,5,38,0,False,False,False,False,False,False,False,True,0
IND20240000261,Entry,53.0,Female,Graduate,Malaysia,Professional,Mumbai,OCI Holder,60,4,2024,No,0.0,21109.0,0,1.0,0,7,Approved,2,3,0,9,4,5,21,0,False,False,False,True,False,False,False,False,2
IND20200000262,Tourist,44.0,Female,Graduate,Malaysia,Homemaker,New Delhi,Hill Station,90,9,2020,No,0.0,15600.0,0,1.0,0,6,Approved,2,7,0,9,3,6,18,0,False,False,False,False,False,False,False,True,2
IND20200000263,Tourist,26.0,Male,10th Pass,Malaysia,Professional,Mumbai,Heritage Tour,60,11,2020,No,0.0,28383.0,1,1.0,1,3,Approved,0,7,1,9,4,5,17,0,False,False,False,False,False,False,False,True,2
IND20220000264,Tourist,22.0,Male,12th Pass,Germany,Professional,Chennai,Wildlife Safari,30,10,2022,Yes,5.0,14357.0,0,1.0,1,8,Approved,1,7,1,6,4,2,38,1,False,False,False,False,False,False,False,True,2
IND20200000265,Tourist,54.0,Male,12th Pass,Italy,Business Owner,New Delhi,Sightseeing,90,9,2020,Yes,1.0,26784.0,0,1.0,0,10,Approved,1,7,1,7,1,6,30,1,False,False,False,False,False,False,False,True,2
IND20230000266,Employment,46.0,Female,Graduate,USA,Academic,Chennai,Healthcare,365,3,2023,No,0.0,30624.0,1,1.0,0,18,Rejected,2,2,0,19,0,2,16,0,False,False,True,False,False,False,False,False,0
IND20200000267,Tourist,55.0,Male,Post Graduate,France,Student,New Delhi,Hill Station,180,9,2020,No,0.0,3789.0,0,1.0,0,6,Approved,3,7,1,5,7,6,18,0,False,False,False,False,False,False,False,True,2
IND20240000268,Business,29.0,Male,Graduate,Australia,Professional,Kolkata,Site Visit,90,4,2024,Yes,3.0,90946.0,1,0.0,1,17,Approved,2,0,1,0,4,4,31,1,True,False,False,False,False,False,False,False,2
IND20200000269,Tourist,36.0,Male,Graduate,Japan,Academic,Bengaluru,Wildlife Safari,60,11,2020,No,0.0,8685.0,1,1.0,0,10,Approved,2,7,1,8,0,1,38,0,False,False,False,False,False,False,False,True,2
IND20220000270,Tourist,59.0,Female,12th Pass,South Africa,Student,Bengaluru,Wildlife Safari,180,3,2022,Yes,6.0,9066.0,1,1.0,0,7,Approved,1,7,0,13,7,1,38,1,False,False,False,False,False,False,False,True,2
IND20220000271,Tourist,50.0,Female,Graduate,UAE,Government Employee,Hyderabad,Beach Holiday,30,3,2022,No,0.0,20877.0,1,1.0,0,9,Approved,2,7,0,17,2,3,2,0,False,False,False,False,False,False,False,True,2
IND20200000272,Tourist,66.0,Male,Graduate,USA,Professional,Ahmedabad,Hill Station,60,1,2020,No,0.0,9539.0,0,0.0,1,22,Approved,2,7,1,19,4,0,18,0,False,False,False,False,False,False,False,True,2
IND20240000273,Tourist,66.0,Female,Graduate,Canada,Academic,Mumbai,Beach Holiday,90,9,2024,Yes,4.0,28786.0,0,1.0,0,9,Approved,2,7,0,3,0,5,2,1,False,False,False,False,False,False,False,True,2
IND20240000274,Business,56.0,Male,Graduate,Singapore,Professional,Bengaluru,Client Meeting,60,8,2024,Yes,2.0,37649.0,1,1.0,0,8,Approved,2,0,1,12,4,1,5,1,True,False,False,False,False,False,False,False,2
IND20220000275,Student,29.0,Female,Graduate,UAE,Student,New Delhi,Undergraduate,1095,2,2022,No,0.0,78337.0,0,1.0,0,12,Approved,2,6,0,17,7,6,37,0,False,False,False,False,False,False,True,False,2
IND20230000276,Tourist,43.0,Male,Post Graduate,Thailand,Homemaker,Ahmedabad,Heritage Tour,180,6,2023,Yes,8.0,26973.0,0,0.0,0,17,Approved,3,7,1,16,3,0,17,1,False,False,False,False,False,False,False,True,2
IND20210000277,Research,24.0,Female,12th Pass,Japan,Student,Chennai,Academic Research,60,10,2021,No,0.0,27769.0,1,1.0,1,20,Approved,1,5,0,8,7,2,1,0,False,False,False,False,False,True,False,False,2
IND20230000278,Tourist,63.0,Female,Post Graduate,Singapore,Retired,Chennai,Beach Holiday,30,4,2023,Yes,3.0,19792.0,0,1.0,0,2,Approved,3,7,0,12,5,2,2,1,False,False,False,False,False,False,False,True,2
IND20210000279,Student,41.0,Male,Graduate,China,Student,Chennai,Short Course,1460,10,2021,No,0.0,21762.5,0,1.0,0,20,Approved,2,6,1,4,7,2,29,0,False,False,False,False,False,False,True,False,2
IND20230000280,Tourist,50.0,Male,Graduate,South Korea,Self Employed,Chennai,Hill Station,60,10,2023,No,0.0,17738.0,0,1.0,0,8,Approved,2,7,1,14,6,2,18,0,False,False,False,False,False,False,False,True,2
IND20230000281,Business,28.0,Male,Graduate,USA,Business Owner,Kolkata,Site Visit,365,11,2023,No,0.0,22603.0,1,1.0,1,2,Approved,2,0,1,19,1,4,31,0,True,False,False,False,False,False,False,False,2
IND20240000282,Business,52.0,Male,Post Graduate,Germany,Professional,Pune,Conference,365,9,2024,Yes,7.0,71425.0,0,1.0,0,10,Approved,3,0,1,6,4,7,7,1,True,False,False,False,False,False,False,False,2
IND20230000283,Tourist,70.0,Female,Post Graduate,Bangladesh,Business Owner,Ahmedabad,Heritage Tour,90,8,2023,Yes,2.0,10282.0,0,0.0,1,12,Rejected,3,7,0,1,1,0,17,1,False,False,False,False,False,False,False,True,0
IND20200000284,Conference,56.0,Male,Graduate,Thailand,Professional,Ahmedabad,Business Conference,90,6,2020,Yes,6.0,4492.0,1,1.0,0,6,Approved,2,1,1,16,4,0,3,1,False,True,False,False,False,False,False,False,2
IND20230000285,Business,56.0,Female,12th Pass,Italy,Business Owner,Hyderabad,Partnership Discussion,60,7,2023,No,0.0,76080.0,0,1.0,0,12,Approved,1,0,0,7,1,3,23,0,True,False,False,False,False,False,False,False,2
IND20220000286,Business,56.0,Female,12th Pass,Nepal,Student,Chennai,Client Meeting,60,8,2022,No,0.0,24206.0,1,1.0,1,7,Approved,1,0,0,10,7,2,5,0,True,False,False,False,False,False,False,False,2
IND20240000287,Business,64.0,Male,10th Pass,Australia,Business Owner,Ahmedabad,Client Meeting,30,3,2024,Yes,7.0,14552.0,1,1.0,0,9,Approved,0,0,1,0,1,0,5,1,True,False,False,False,False,False,False,False,2
IND20200000288,Tourist,66.0,Female,Graduate,Nepal,Homemaker,New Delhi,Heritage Tour,180,8,2020,Yes,4.0,28871.0,0,0.0,0,10,Rejected,2,7,0,10,3,6,17,1,False,False,False,False,False,False,False,True,0
IND20240000289,Tourist,53.0,Male,Post Graduate,Italy,Student,New Delhi,Wildlife Safari,60,11,2024,Yes,3.0,3845.0,0,1.0,0,12,Approved,3,7,1,7,7,6,38,1,False,False,False,False,False,False,False,True,2
IND20240000290,Business,20.0,Male,Graduate,Germany,Retired,Hyderabad,Site Visit,365,6,2024,No,0.0,39242.0,1,0.0,0,23,Approved,2,0,1,6,5,3,31,0,True,False,False,False,False,False,False,False,2
IND20220000291,Business,31.0,Female,10th Pass,Thailand,Business Owner,Mumbai,Site Visit,30,9,2022,No,0.0,47560.0,1,0.0,0,22,Pending,0,0,0,16,1,5,31,0,True,False,False,False,False,False,False,False,1
IND20230000292,Business,56.0,Female,Post Graduate,South Korea,Business Owner,Bengaluru,Partnership Discussion,180,10,2023,Yes,8.0,18239.0,1,1.0,1,4,Approved,3,0,0,14,1,1,23,1,True,False,False,False,False,False,False,False,2
IND20210000293,Tourist,40.0,Female,12th Pass,Bangladesh,Professional,Hyderabad,Heritage Tour,90,2,2021,Yes,6.0,3491.0,0,1.0,1,9,Pending,1,7,0,1,4,3,17,1,False,False,False,False,False,False,False,True,1
IND20220000294,Business,31.0,Male,Graduate,Singapore,Business Owner,Kolkata,Conference,60,5,2022,Yes,4.0,29577.0,1,0.0,0,12,Approved,2,0,1,12,1,4,7,1,True,False,False,False,False,False,False,False,2
IND20200000295,Business,63.0,Female,Doctorate,Italy,Business Owner,New Delhi,Site Visit,30,8,2020,Yes,6.0,21762.5,1,1.0,0,10,Approved,4,0,0,7,1,6,31,1,True,False,False,False,False,False,False,False,2
IND20240000296,Tourist,41.0,Male,12th Pass,Thailand,Self Employed,Pune,Hill Station,30,9,2024,No,0.0,13901.0,0,1.0,1,2,Approved,1,7,1,16,6,7,18,0,False,False,False,False,False,False,False,True,2
IND20230000297,Tourist,40.0,Male,12th Pass,USA,Retired,Ahmedabad,Hill Station,30,6,2023,Yes,5.0,7132.0,0,1.0,0,6,Approved,1,7,1,19,5,0,18,1,False,False,False,False,False,False,False,True,2
IND20240000298,Tourist,41.0,Female,12th Pass,Australia,Academic,Ahmedabad,Heritage Tour,180,12,2024,Yes,6.0,28994.0,0,1.0,1,3,Rejected,1,7,0,0,0,0,17,1,False,False,False,False,False,False,False,True,0
IND20210000299,Tourist,26.0,Female,12th Pass,South Korea,Self Employed,Ahmedabad,Heritage Tour,60,12,2021,Yes,8.0,27400.0,1,1.0,1,5,Pending,1,7,0,14,6,0,17,1,False,False,False,False,False,False,False,True,1
IND20240000300,Conference,54.0,Female,10th Pass,Singapore,Homemaker,Hyderabad,Seminar,90,1,2024,Yes,2.0,23627.0,1,1.0,0,7,Approved,0,1,0,12,3,3,28,1,False,True,False,False,False,False,False,False,2
IND20200000301,Business,48.0,Female,Graduate,China,Academic,Bengaluru,Trade Fair,365,9,2020,Yes,6.0,5599.0,0,1.0,0,9,Rejected,2,0,0,4,0,1,35,1,True,False,False,False,False,False,False,False,0
IND20220000302,Tourist,42.0,Female,Graduate,Thailand,Academic,Pune,Sightseeing,180,10,2022,Yes,8.0,21699.0,1,1.0,0,12,Approved,2,7,0,16,0,7,30,1,False,False,False,False,False,False,False,True,2
IND20200000303,Entry,25.0,Male,Post Graduate,Brazil,Retired,Bengaluru,OCI Holder,90,5,2020,No,0.0,9764.0,0,1.0,0,9,Approved,3,3,1,2,5,1,21,0,False,False,False,True,False,False,False,False,2
IND20220000304,Student,35.0,Female,12th Pass,Sri Lanka,Student,Chennai,Postgraduate,365,3,2022,No,0.0,40753.0,0,1.0,0,13,Approved,1,6,0,15,7,2,25,0,False,False,False,False,False,False,True,False,2
IND20200000305,Tourist,26.0,Male,Graduate,Singapore,Professional,New Delhi,Beach Holiday,30,2,2020,No,0.0,21253.0,1,1.0,1,6,Approved,2,7,1,12,4,6,2,0,False,False,False,False,False,False,False,True,2
IND20220000306,Research,48.0,Male,Post Graduate,Canada,Student,New Delhi,Scientific Study,90,6,2022,Yes,8.0,16308.0,0,1.0,1,16,Rejected,3,5,1,3,7,6,27,1,False,False,False,False,False,True,False,False,0
IND20240000307,Business,31.0,Female,12th Pass,South Africa,Retired,Ahmedabad,Site Visit,365,5,2024,No,0.0,21762.5,1,1.0,1,6,Approved,1,0,0,13,5,0,31,0,True,False,False,False,False,False,False,False,2
IND20220000308,Tourist,29.0,Female,Graduate,USA,Professional,Chennai,Wildlife Safari,90,8,2022,No,0.0,1272.0,0,1.0,1,4,Approved,2,7,0,19,4,2,38,0,False,False,False,False,False,False,False,True,2
IND20230000309,Business,38.0,Male,Graduate,USA,Professional,Bengaluru,Conference,180,9,2023,Yes,7.0,35754.0,1,1.0,1,4,Approved,2,0,1,19,4,1,7,1,True,False,False,False,False,False,False,False,2
IND20230000310,Tourist,60.0,Male,Graduate,Thailand,Homemaker,Hyderabad,Hill Station,90,7,2023,Yes,2.0,6977.0,1,1.0,0,10,Approved,2,7,1,16,3,3,18,1,False,False,False,False,False,False,False,True,2
IND20220000311,Tourist,64.0,Female,Graduate,Japan,Government Employee,New Delhi,Heritage Tour,30,9,2022,Yes,3.0,4351.0,0,1.0,0,9,Approved,2,7,0,8,2,6,17,1,False,False,False,False,False,False,False,True,2
IND20210000312,Tourist,25.0,Male,Graduate,USA,Academic,Kolkata,Wildlife Safari,180,5,2021,No,0.0,13169.0,0,1.0,0,4,Pending,2,7,1,19,0,4,38,0,False,False,False,False,False,False,False,True,1
IND20210000313,Business,23.0,Female,10th Pass,Nepal,Business Owner,Mumbai,Site Visit,180,3,2021,Yes,1.0,53014.0,1,1.0,0,10,Approved,0,0,0,10,1,5,31,1,True,False,False,False,False,False,False,False,2
IND20230000314,Tourist,35.0,Male,10th Pass,Japan,Academic,Mumbai,Hill Station,60,8,2023,No,0.0,23329.0,0,1.0,0,3,Approved,0,7,1,8,0,5,18,0,False,False,False,False,False,False,False,True,2
IND20240000315,Entry,53.0,Male,Graduate,China,Academic,Hyderabad,PIO Visit,60,1,2024,No,0.0,8136.0,1,1.0,1,4,Approved,2,3,1,4,0,3,22,0,False,False,False,True,False,False,False,False,2
IND20220000316,Student,35.0,Male,12th Pass,Nepal,Student,Kolkata,Undergraduate,365,10,2022,No,0.0,72294.0,0,0.0,0,21,Approved,1,6,1,10,7,4,37,0,False,False,False,False,False,False,True,False,2
IND20230000317,Employment,27.0,Female,Post Graduate,UK,Professional,Bengaluru,Manufacturing,1825,9,2023,Yes,3.0,36971.0,1,1.0,0,19,Approved,3,2,0,18,4,1,20,1,False,False,True,False,False,False,False,False,2
IND20200000318,Business,64.0,Female,Graduate,Bangladesh,Business Owner,Chennai,Trade Fair,30,8,2020,No,0.0,60344.0,1,0.0,1,18,Approved,2,0,0,1,1,2,35,0,True,False,False,False,False,False,False,False,2
IND20230000319,Tourist,37.0,Male,Post Graduate,Germany,Student,Pune,Wildlife Safari,90,9,2023,Yes,8.0,1023.0,0,0.0,1,6,Approved,3,7,1,6,7,7,38,1,False,False,False,False,False,False,False,True,2
IND20220000320,Medical,74.0,Male,Doctorate,Brazil,Business Owner,Ahmedabad,Treatment,180,9,2022,Yes,5.0,11570.0,0,1.0,0,2,Approved,4,4,1,2,1,0,36,1,False,False,False,False,True,False,False,False,2
IND20200000321,Tourist,22.0,Male,Post Graduate,Australia,Student,Kolkata,Sightseeing,180,4,2020,Yes,1.0,19710.0,0,1.0,1,4,Approved,3,7,1,0,7,4,30,1,False,False,False,False,False,False,False,True,2
IND20210000322,Research,58.0,Male,Graduate,USA,Retired,Pune,Scientific Study,60,11,2021,Yes,6.0,19285.0,0,1.0,0,17,Approved,2,5,1,19,5,7,27,1,False,False,False,False,False,True,False,False,2
IND20220000323,Tourist,53.0,Male,Post Graduate,Germany,Homemaker,Mumbai,Heritage Tour,30,2,2022,No,0.0,8569.0,0,1.0,0,8,Approved,3,7,1,6,3,5,17,0,False,False,False,False,False,False,False,True,2
IND20210000324,Business,55.0,Female,Post Graduate,France,Professional,Bengaluru,Partnership Discussion,180,2,2021,Yes,3.0,75085.0,0,0.0,0,21,Approved,3,0,0,5,4,1,23,1,True,False,False,False,False,False,False,False,2
IND20240000325,Student,31.0,Female,12th Pass,Brazil,Student,Bengaluru,PhD Research,1460,11,2024,No,0.0,52395.0,0,1.0,0,16,Approved,1,6,0,2,7,1,24,0,False,False,False,False,False,False,True,False,2
IND20220000326,Tourist,43.0,Female,12th Pass,UAE,Self Employed,New Delhi,Sightseeing,90,10,2022,Yes,3.0,10890.0,1,1.0,0,9,Approved,1,7,0,17,6,6,30,1,False,False,False,False,False,False,False,True,2
IND20220000327,Student,34.0,Male,Graduate,France,Student,New Delhi,Exchange Program,1095,3,2022,Yes,5.0,21762.5,0,1.0,0,13,Approved,2,6,1,5,7,6,12,1,False,False,False,False,False,False,True,False,2
IND20200000328,Business,56.0,Female,Graduate,South Africa,Government Employee,Kolkata,Client Meeting,90,8,2020,Yes,8.0,93386.0,1,0.0,0,15,Approved,2,0,0,13,2,4,5,1,True,False,False,False,False,False,False,False,2
IND20200000329,Business,69.0,Female,Post Graduate,Bangladesh,Business Owner,Ahmedabad,Partnership Discussion,30,4,2020,No,0.0,88561.0,1,1.0,0,9,Approved,3,0,0,1,1,0,23,0,True,False,False,False,False,False,False,False,2
IND20240000330,Business,29.0,Female,Graduate,Thailand,Business Owner,Kolkata,Conference,30,11,2024,No,0.0,54495.0,0,0.0,0,19,Approved,2,0,0,16,1,4,7,0,True,False,False,False,False,False,False,False,2
IND20230000331,Student,21.0,Male,Graduate,Brazil,Student,Mumbai,Exchange Program,365,9,2023,No,0.0,44413.0,1,1.0,1,9,Approved,2,6,1,2,7,5,12,0,False,False,False,False,False,False,True,False,2
IND20230000332,Tourist,55.0,Male,Post Graduate,Singapore,Student,Kolkata,Hill Station,60,4,2023,Yes,5.0,26453.0,0,1.0,0,3,Approved,3,7,1,12,7,4,18,1,False,False,False,False,False,False,False,True,2
IND20230000333,Business,43.0,Female,Graduate,Japan,Self Employed,Bengaluru,Trade Fair,365,11,2023,Yes,5.0,25184.0,1,0.0,1,17,Approved,2,0,0,8,6,1,35,1,True,False,False,False,False,False,False,False,2
IND20210000334,Employment,34.0,Female,Graduate,Canada,Business Owner,Mumbai,IT Services,365,10,2021,Yes,5.0,5900.0,1,1.0,0,19,Approved,2,2,0,3,1,5,19,1,False,False,True,False,False,False,False,False,2
IND20220000335,Research,33.0,Male,Post Graduate,Japan,Homemaker,Pune,Data Collection,90,3,2022,No,1.0,23896.0,0,1.0,1,15,Approved,3,5,1,8,3,7,10,0,False,False,False,False,False,True,False,False,2
IND20200000336,Tourist,38.0,Male,12th Pass,Italy,Homemaker,New Delhi,Beach Holiday,30,2,2020,Yes,5.0,22724.0,0,1.0,0,7,Approved,1,7,1,7,3,6,2,1,False,False,False,False,False,False,False,True,2
IND20230000337,Student,24.0,Female,Graduate,Thailand,Student,Mumbai,PhD Research,1460,10,2023,No,0.0,21537.0,1,1.0,1,7,Approved,2,6,0,16,7,5,24,0,False,False,False,False,False,False,True,False,2
IND20240000338,Business,39.0,Female,Post Graduate,Singapore,Retired,Ahmedabad,Conference,30,6,2024,No,0.0,49125.0,1,1.0,0,9,Approved,3,0,0,12,5,0,7,0,True,False,False,False,False,False,False,False,2
IND20220000339,Tourist,44.0,Male,Graduate,Malaysia,Student,Kolkata,Heritage Tour,90,7,2022,No,0.0,5497.0,1,1.0,0,9,Approved,2,7,1,9,7,4,17,0,False,False,False,False,False,False,False,True,2
IND20210000340,Tourist,47.0,Female,Post Graduate,Italy,Government Employee,Pune,Hill Station,60,4,2021,No,0.0,5540.0,0,0.0,0,10,Rejected,3,7,0,7,2,7,18,0,False,False,False,False,False,False,False,True,0
IND20240000341,Tourist,28.0,Female,Graduate,Canada,Student,Bengaluru,Sightseeing,30,3,2024,No,0.0,28509.0,1,1.0,0,13,Approved,2,7,0,3,7,1,30,0,False,False,False,False,False,False,False,True,2
IND20220000342,Student,21.0,Male,Post Graduate,France,Student,Chennai,Postgraduate,365,10,2022,No,0.0,44978.0,0,0.0,0,27,Approved,3,6,1,5,7,2,25,0,False,False,False,False,False,False,True,False,2
IND20200000343,Tourist,42.0,Male,Post Graduate,Singapore,Student,Pune,Wildlife Safari,60,7,2020,Yes,8.0,5506.0,1,1.0,0,2,Approved,3,7,1,12,7,7,38,1,False,False,False,False,False,False,False,True,2
IND20200000344,Tourist,37.0,Female,Post Graduate,South Korea,Retired,Kolkata,Sightseeing,60,8,2020,No,0.0,21762.5,0,1.0,1,3,Approved,3,7,0,14,5,4,30,0,False,False,False,False,False,False,False,True,2
IND20200000345,Tourist,58.0,Female,Graduate,Brazil,Self Employed,New Delhi,Hill Station,30,8,2020,Yes,1.0,29763.0,1,0.0,1,11,Approved,2,7,0,2,6,6,18,1,False,False,False,False,False,False,False,True,2
IND20200000346,Student,23.0,Female,12th Pass,UAE,Student,Ahmedabad,PhD Research,1095,8,2020,Yes,7.0,48590.0,0,1.0,0,16,Approved,1,6,0,17,7,0,24,1,False,False,False,False,False,False,True,False,2
IND20230000347,Tourist,25.0,Male,Post Graduate,Australia,Student,Ahmedabad,Beach Holiday,90,8,2023,Yes,3.0,15866.0,0,1.0,1,2,Approved,3,7,1,0,7,0,2,1,False,False,False,False,False,False,False,True,2
IND20210000348,Student,20.0,Male,Graduate,France,Student,Pune,PhD Research,365,9,2021,No,0.0,60343.0,0,0.0,0,27,Approved,2,6,1,5,7,7,24,0,False,False,False,False,False,False,True,False,2
IND20210000349,Employment,43.0,Male,Post Graduate,Australia,Student,Chennai,IT Services,730,5,2021,Yes,1.0,23925.0,1,1.0,0,15,Approved,3,2,1,0,7,2,19,1,False,False,True,False,False,False,False,False,2
IND20220000350,Tourist,20.0,Female,Graduate,Singapore,Academic,New Delhi,Hill Station,180,4,2022,Yes,8.0,15868.0,0,1.0,0,2,Approved,2,7,0,12,0,6,18,1,False,False,False,False,False,False,False,True,2
IND20240000351,Tourist,37.0,Male,Post Graduate,UK,Student,Chennai,Sightseeing,90,1,2024,Yes,1.0,22856.0,0,0.0,0,14,Approved,3,7,1,18,7,2,30,1,False,False,False,False,False,False,False,True,2
IND20210000352,Business,30.0,Female,Graduate,Italy,Business Owner,Chennai,Partnership Discussion,365,6,2021,Yes,2.0,42229.0,1,1.0,1,3,Approved,2,0,0,7,1,2,23,1,True,False,False,False,False,False,False,False,2
IND20240000353,Research,24.0,Female,Graduate,Singapore,Student,Mumbai,Field Work,60,9,2024,No,0.0,18191.0,1,1.0,0,19,Approved,2,5,0,12,7,5,14,0,False,False,False,False,False,True,False,False,2
IND20240000354,Business,25.0,Female,Graduate,Italy,Business Owner,Hyderabad,Partnership Discussion,365,6,2024,No,0.0,71864.0,1,1.0,1,9,Approved,2,0,0,7,1,3,23,0,True,False,False,False,False,False,False,False,2
IND20210000355,Tourist,59.0,Male,Post Graduate,Russia,Retired,New Delhi,Sightseeing,30,8,2021,No,0.0,27107.0,1,1.0,1,5,Approved,3,7,1,11,5,6,30,0,False,False,False,False,False,False,False,True,2
IND20240000356,Research,60.0,Male,Post Graduate,USA,Retired,Hyderabad,Field Work,30,5,2024,Yes,1.0,26134.0,1,1.0,0,22,Approved,3,5,1,19,5,3,14,1,False,False,False,False,False,True,False,False,2
IND20240000357,Employment,23.0,Male,Doctorate,Japan,Government Employee,Bengaluru,Teaching,730,1,2024,No,0.0,13896.0,0,1.0,1,15,Approved,4,2,1,8,2,1,33,0,False,False,True,False,False,False,False,False,2
IND20230000358,Employment,41.0,Female,Graduate,South Africa,Government Employee,New Delhi,Manufacturing,1825,11,2023,No,0.0,28173.0,1,1.0,0,13,Approved,2,2,0,13,2,6,20,0,False,False,True,False,False,False,False,False,2
IND20230000359,Business,60.0,Male,Graduate,South Africa,Business Owner,Ahmedabad,Conference,365,2,2023,Yes,6.0,96040.0,1,1.0,1,2,Approved,2,0,1,13,1,0,7,1,True,False,False,False,False,False,False,False,2
IND20210000360,Student,28.0,Female,Post Graduate,Russia,Student,Kolkata,Short Course,1095,3,2021,Yes,6.0,14901.0,1,1.0,1,15,Approved,3,6,0,11,7,4,29,1,False,False,False,False,False,False,True,False,2
IND20210000361,Research,32.0,Female,Graduate,Singapore,Student,Bengaluru,Academic Research,30,9,2021,No,0.0,5348.0,1,1.0,1,21,Approved,2,5,0,12,7,1,1,0,False,False,False,False,False,True,False,False,2
IND20240000362,Tourist,27.0,Male,Doctorate,Russia,Professional,Mumbai,Wildlife Safari,180,1,2024,Yes,5.0,1736.0,0,1.0,0,11,Approved,4,7,1,11,4,5,38,1,False,False,False,False,False,False,False,True,2
IND20240000363,Medical,45.0,Female,12th Pass,France,Homemaker,Chennai,Treatment,90,2,2024,Yes,2.0,7769.0,0,1.0,0,5,Approved,1,4,0,5,3,2,36,1,False,False,False,False,True,False,False,False,2
IND20220000364,Research,56.0,Male,Doctorate,Australia,Business Owner,Hyderabad,Data Collection,60,9,2022,Yes,1.0,5262.0,1,1.0,0,19,Approved,4,5,1,0,1,3,10,1,False,False,False,False,False,True,False,False,2
IND20200000365,Business,47.0,Female,Graduate,Australia,Business Owner,Pune,Site Visit,90,5,2020,Yes,4.0,96441.0,1,1.0,0,5,Approved,2,0,0,0,1,7,31,1,True,False,False,False,False,False,False,False,2
IND20230000366,Tourist,26.0,Female,Graduate,Russia,Academic,Pune,Heritage Tour,60,3,2023,No,0.0,9455.0,0,1.0,0,17,Approved,2,7,0,11,0,7,17,0,False,False,False,False,False,False,False,True,2
IND20200000367,Student,32.0,Male,10th Pass,Bangladesh,Student,Pune,Exchange Program,730,5,2020,No,0.0,26697.0,0,1.0,1,14,Approved,0,6,1,1,7,7,12,0,False,False,False,False,False,False,True,False,2
IND20200000368,Tourist,70.0,Female,Graduate,Malaysia,Academic,Ahmedabad,Hill Station,180,4,2020,No,0.0,8985.0,0,1.0,1,6,Approved,2,7,0,9,0,0,18,0,False,False,False,False,False,False,False,True,2
IND20210000369,Business,64.0,Female,Post Graduate,Sri Lanka,Business Owner,Bengaluru,Site Visit,60,3,2021,No,0.0,90766.0,1,0.0,1,15,Approved,3,0,0,15,1,1,31,0,True,False,False,False,False,False,False,False,2
IND20200000370,Tourist,41.0,Male,Post Graduate,Russia,Self Employed,Mumbai,Hill Station,30,11,2020,No,0.0,26275.0,0,1.0,1,6,Approved,3,7,1,11,6,5,18,0,False,False,False,False,False,False,False,True,2
IND20240000371,Business,41.0,Male,12th Pass,Canada,Business Owner,Chennai,Partnership Discussion,365,5,2024,Yes,8.0,28646.0,1,1.0,0,8,Approved,1,0,1,3,1,2,23,1,True,False,False,False,False,False,False,False,2
IND20230000372,Tourist,65.0,Female,12th Pass,Germany,Professional,Ahmedabad,Heritage Tour,90,1,2023,Yes,1.0,1027.0,0,0.0,0,12,Approved,1,7,0,6,4,0,17,1,False,False,False,False,False,False,False,True,2
IND20240000373,Business,41.0,Female,Graduate,Nepal,Self Employed,Ahmedabad,Partnership Discussion,180,9,2024,Yes,3.0,21762.5,1,1.0,1,6,Approved,2,0,0,10,6,0,23,1,True,False,False,False,False,False,False,False,2
IND20210000374,Business,38.0,Male,Graduate,Canada,Business Owner,New Delhi,Client Meeting,30,3,2021,No,0.0,66792.0,0,1.0,0,7,Approved,2,0,1,3,1,6,5,0,True,False,False,False,False,False,False,False,2
IND20230000375,Tourist,49.0,Female,Graduate,Italy,Student,Pune,Hill Station,180,9,2023,Yes,7.0,12642.0,1,1.0,1,2,Approved,2,7,0,7,7,7,18,1,False,False,False,False,False,False,False,True,2
IND20210000376,Tourist,41.0,Female,Doctorate,Sri Lanka,Government Employee,New Delhi,Sightseeing,180,12,2021,Yes,2.0,20014.0,0,1.0,0,13,Approved,4,7,0,15,2,6,30,1,False,False,False,False,False,False,False,True,2
IND20240000377,Tourist,59.0,Male,Graduate,South Korea,Academic,Mumbai,Hill Station,90,10,2024,Yes,6.0,18531.0,1,1.0,1,8,Approved,2,7,1,14,0,5,18,1,False,False,False,False,False,False,False,True,2
